type,floorplanId,title,id,subtitle,terraceSqft,balconySqft,archSqft,mktgSqft,numOfBeds,numOfBaths,balcony,terrace,tub,pantry,powderRoom,office,walkInCloset,barrierFree,builtIns,juliet,image,virtualTour,pdfRef,pdf
residential,29,Unit 229,229,1BR+O+LX+B,0,62.32,910,910,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-23-39 (123-323, 125-325, 127-327, 129-329, 135-335, 137-337, 139-339) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_07.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_07.pdf
residential,35,Unit 235,235,1BR+O+LX+B,0,62.32,910,910,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-23-39 (123-323, 125-325, 127-327, 129-329, 135-335, 137-337, 139-339) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_07.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_07.pdf
residential,37,Unit 237,237,1BR+O+LX+B,0,62.32,910,910,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-23-39 (123-323, 125-325, 127-327, 129-329, 135-335, 137-337, 139-339) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_07.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_07.pdf
residential,39,Unit 239,239,1BR+O+LX+B,0,62.27,910,910,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-23-39 (123-323, 125-325, 127-327, 129-329, 135-335, 137-337, 139-339) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_07.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_07.pdf
residential,67,Unit 267,267,1BR+O+LX+T,83.69,0,915,915,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans_19 (267-567, 269-569) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_19.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_19.pdf
residential,69,Unit 269,269,1BR+O+LX+T,83.69,0,915,915,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans_19 (267-567, 269-569) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_19.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_19.pdf
residential,25,Unit 325,325,1BR+O+LX+B,0,62.32,910,910,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-23-39 (123-323, 125-325, 127-327, 129-329, 135-335, 137-337, 139-339) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_07.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_07.pdf
residential,27,Unit 327,327,1BR+O+LX+B,0,62.27,909,910,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-23-39 (123-323, 125-325, 127-327, 129-329, 135-335, 137-337, 139-339) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_07.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_07.pdf
residential,29,Unit 329,329,1BR+O+LX+B,0,62.32,910,910,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-23-39 (123-323, 125-325, 127-327, 129-329, 135-335, 137-337, 139-339) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_07.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_07.pdf
residential,35,Unit 335,335,1BR+O+LX+B,0,62.32,910,910,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-23-39 (123-323, 125-325, 127-327, 129-329, 135-335, 137-337, 139-339) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_07.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_07.pdf
residential,37,Unit 337,337,1BR+O+LX+B,0,62.32,910,910,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-23-39 (123-323, 125-325, 127-327, 129-329, 135-335, 137-337, 139-339) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_07.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_07.pdf
residential,39,Unit 339,339,1BR+O+LX+B,0,62.32,910,910,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-23-39 (123-323, 125-325, 127-327, 129-329, 135-335, 137-337, 139-339) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_07.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_07.pdf
residential,67,Unit 367,367,1BR+O+LX+B,0,58.88,915,915,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans_19 (267-567, 269-569) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_19.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_19.pdf
residential,69,Unit 369,369,1BR+O+LX+B,0,58.78,915,915,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans_19 (267-567, 269-569) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_19.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_19.pdf
residential,67,Unit 467,467,1BR+O+LX+B,0,58.88,915,915,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans_19 (267-567, 269-569) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_19.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_19.pdf
residential,69,Unit 469,469,1BR+O+LX+B,0,58.73,915,915,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans_19 (267-567, 269-569) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_19.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_19.pdf
residential,24,Unit 124,124,1BR+O+T,246.89,0,1000,1035,1,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1050-Saint-Louis-Floorplans-24 (124) 1BR+O+LX.png,,105-Saint-Louis-Floodplans-Showroom_06.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_06.pdf
residential,75,Unit 575,575,1BR+T,204.23,0,680,670,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-75-77 (575, 577) 1BR+T.png",,105-Saint-Louis-Floodplans-Showroom_02.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_02.pdf
residential,77,Unit 577,577,1BR+T,204.22,0,680,670,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-75-77 (575, 577) 1BR+T.png",,105-Saint-Louis-Floodplans-Showroom_02.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_02.pdf
residential,7,Unit 307,307,1BR+O+LX+B,0,60.14,889,890,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-7-75 (107-507, 117-317, 175-475) 1BR+O+LX.png",https://www.solutioneers.dev/tours/1804/210/,105-Saint-Louis-Floodplans-Showroom_09.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_09.pdf
residential,75,Unit 375,375,1BR+O+LX+B,0,58.9,889,890,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-7-75 (107-507, 117-317, 175-475) 1BR+O+LX.png",https://www.solutioneers.dev/tours/1804/210/,105-Saint-Louis-Floodplans-Showroom_09.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_09.pdf
residential,7,Unit 107,107,1BR+O+LX+T,226.84,0,889,890,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-7-75 (107-507, 117-317, 175-475) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_09.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_09.pdf
residential,17,Unit 117,117,1BR+O+LX+T,122.06,0,889,890,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-7-75 (107-507, 117-317, 175-475) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_09.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_09.pdf
residential,75,Unit 175,175,1BR+O+LX+T,132.68,0,889,890,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-7-75 (107-507, 117-317, 175-475) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_09.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_09.pdf
residential,7,Unit 207,207,1BR+O+LX+B,0,60.14,889,890,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-7-75 (107-507, 117-317, 175-475) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_09.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_09.pdf
residential,17,Unit 217,217,1BR+O+LX+B,0,62.27,889,890,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-7-75 (107-507, 117-317, 175-475) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_09.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_09.pdf
residential,75,Unit 275,275,1BR+O+LX+T,132.68,0,889,890,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-7-75 (107-507, 117-317, 175-475) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_09.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_09.pdf
residential,17,Unit 317,317,1BR+O+LX+B,0,62.31,889,890,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-7-75 (107-507, 117-317, 175-475) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_09.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_09.pdf
residential,7,Unit 407,407,1BR+O+LX+B,0,60.14,889,890,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-7-75 (107-507, 117-317, 175-475) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_09.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_09.pdf
residential,75,Unit 475,475,1BR+O+LX+B,0,58.9,889,890,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-7-75 (107-507, 117-317, 175-475) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_09.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_09.pdf
residential,7,Unit 507,507,1BR+O+LX+B,0,58.34,889,890,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-7-75 (107-507, 117-317, 175-475) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_09.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_09.pdf
residential,9,Unit 109,109,1BR+O+LX+T,122.07,0,889,890,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-9-77 (109-509, 177-477) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_08.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_08.pdf
residential,77,Unit 177,177,1BR+O+LX+T,146.29,0,889,890,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-9-77 (109-509, 177-477) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_08.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_08.pdf
residential,9,Unit 209,209,1BR+O+LX+B,0,59.49,889,890,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-9-77 (109-509, 177-477) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_08.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_08.pdf
residential,77,Unit 277,277,1BR+O+LX+T,146.29,0,889,890,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-9-77 (109-509, 177-477) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_08.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_08.pdf
residential,9,Unit 309,309,1BR+O+LX+B,0,59.49,889,890,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-9-77 (109-509, 177-477) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_08.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_08.pdf
residential,77,Unit 377,377,1BR+O+LX+B,0,58.9,889,890,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-9-77 (109-509, 177-477) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_08.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_08.pdf
residential,9,Unit 409,409,1BR+O+LX+B,0,59.49,889,890,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-9-77 (109-509, 177-477) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_08.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_08.pdf
residential,77,Unit 477,477,1BR+O+LX+B,0,58.9,889,890,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-9-77 (109-509, 177-477) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_08.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_08.pdf
residential,9,Unit 509,509,1BR+O+LX+B,0,57.71,889,890,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1050-Saint-Louis-Floorplans-9-77 (109-509, 177-477) 1BR+O+LX.png",,105-Saint-Louis-Floodplans-Showroom_08.pdf,/assets/carresaintlouis/pdf/105-Saint-Louis-Floodplans-Showroom_08.pdf
commercial,C100,Unit C100,C100,TBD,0,0,4903,4903,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,null,,null,null
commercial,C101,Unit C101,C101,TBD,0,0,920,920,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,null,,null,null
commercial,C102,Unit C102,C102,TBD,0,0,835,835,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,null,,null,null
commercial,C103,Unit C103,C103,TBD,0,0,2006,2006,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,null,,null,null
